    3.37587750e-09    1.87416004e-10    9.50213669e-02    3.69665799e-09
    3.41105663e-09    1.90519470e-10    9.55986399e-02    3.73714901e-09
    3.44660236e-09    1.93674327e-10    9.61794200e-02    3.77809457e-09
    3.48251850e-09    1.96881426e-10    9.67637285e-02    3.81949997e-09
    3.51880891e-09    2.00141633e-10    9.73515867e-02    3.86137054e-09
    3.55547750e-09    2.03455826e-10    9.79430163e-02    3.90371169e-09
    3.59252820e-09    2.06824899e-10    9.85380389e-02    3.94652888e-09
    3.62996499e-09    2.10249762e-10    9.91366764e-02    3.98982766e-09
    3.66779191e-09    2.13731338e-10    9.97389508e-02    4.03361362e-09
    3.70601300e-09    2.17270566e-10    1.00344884e-01    4.07789245e-09
    3.74463239e-09    2.20868401e-10    1.00954498e-01    4.12266988e-09
    3.78365423e-09    2.24525813e-10    1.01567816e-01    4.16795172e-09
    3.82308270e-09    2.28243790e-10    1.02184860e-01    4.21374387e-09
    3.86292204e-09    2.32023333e-10    1.02805653e-01    4.26005226e-09
    3.90317654e-09    2.35865462e-10    1.03430217e-01    4.30688293e-09
    3.94385052e-09    2.39771215e-10    1.04058576e-01    4.35424198e-09
    3.98494835e-09    2.43741643e-10    1.04690751e-01    4.40213559e-09
    4.02647445e-09    2.47777819e-10    1.05326768e-01    4.45056999e-09
    4.06843329e-09    2.51880831e-10    1.05966648e-01    4.49955153e-09
    4.11082936e-09    2.56051786e-10    1.06610416e-01    4.54908659e-09
    4.15366724e-09    2.60291808e-10    1.07258095e-01    4.59918167e-09
    4.19695152e-09    2.64602042e-10    1.07909708e-01    4.64984333e-09
    4.24068685e-09    2.68983650e-10    1.08565280e-01    4.70107821e-09
    4.28487794e-09    2.73437814e-10    1.09224835e-01    4.75289302e-09
    4.32952953e-09    2.77965736e-10    1.09888397e-01    4.80529459e-09
    4.37464642e-09    2.82568637e-10    1.10555990e-01    4.85828978e-09
    4.42023346e-09    2.87247758e-10    1.11227639e-01    4.91188559e-09
    4.46629556e-09    2.92004362e-10    1.11903368e-01    4.96608907e-09
    4.51283765e-09    2.96839732e-10    1.12583203e-01    5.02090737e-09
    4.55986475e-09    3.01755172e-10    1.13267167e-01    5.07634771e-09
    4.60738191e-09    3.06752007e-10    1.13955287e-01    5.13241743e-09
    4.65539423e-09    3.11831587e-10    1.14647587e-01    5.18912394e-09
    4.70390687e-09    3.16995280e-10    1.15344094e-01    5.24647474e-09
    4.75292505e-09    3.22244481e-10    1.16044831e-01    5.30447743e-09
    4.80245404e-09    3.27580604e-10    1.16749826e-01    5.36313971e-09
    4.85249915e-09    3.33005089e-10    1.17459103e-01    5.42246935e-09
    4.90306577e-09    3.38519399e-10    1.18172690e-01    5.48247424e-09
    4.95415934e-09    3.44125023e-10    1.18890612e-01    5.54316237e-09
    5.00578533e-09    3.49823471e-10    1.19612895e-01    5.60454181e-09
    5.05794931e-09    3.55616281e-10    1.20339566e-01    5.66662074e-09
    5.11065687e-09    3.61505015e-10    1.21070652e-01    5.72940744e-09
    5.16391369e-09    3.67491263e-10    1.21806180e-01    5.79291029e-09
    5.21772548e-09    3.73576638e-10    1.22546176e-01    5.85713778e-09
    5.27209803e-09    3.79762783e-10    1.23290667e-01    5.92209852e-09
    5.32703718e-09    3.86051365e-10    1.24039682e-01    5.98780118e-09
    5.38254884e-09    3.92444081e-10    1.24793247e-01    6.05425459e-09
    5.43863897e-09    3.98942656e-10    1.25551390e-01    6.12146765e-09
    5.49531360e-09    4.05548843e-10    1.26314138e-01    6.18944941e-09
    5.55257883e-09    4.12264422e-10    1.27081521e-01    6.25820899e-09
    5.61044080e-09    4.19091207e-10    1.27853566e-01    6.32775566e-09
    5.66890573e-09    4.26031038e-10    1.28630301e-01    6.39809878e-09
    5.72797991e-09    4.33085788e-10    1.29411754e-01    6.46924784e-09
    5.78766969e-09    4.40257358e-10    1.30197956e-01    6.54121245e-09
    5.84798148e-09    4.47547684e-10    1.30988933e-01    6.61400233e-09
    5.90892176e-09    4.54958733e-10    1.31784716e-01    6.68762734e-09
    5.97049708e-09    4.62492503e-10    1.32585334e-01    6.76209743e-09
    6.03271407e-09    4.70151026e-10    1.33390815e-01    6.83742272e-09
    6.09557940e-09    4.77936369e-10    1.34201190e-01    6.91361341e-09
    6.15909984e-09    4.85850631e-10    1.35016488e-01    6.99067987e-09
    6.22328220e-09    4.93895947e-10    1.35836739e-01    7.06863256e-09
    6.28813340e-09    5.02074488e-10    1.36661973e-01    7.14748211e-09
    6.35366039e-09    5.10388459e-10    1.37492221e-01    7.22723926e-09
    6.41987022e-09    5.18840103e-10    1.38327512e-01    7.30791489e-09
    6.48677000e-09    5.27431699e-10    1.39167879e-01    7.38952002e-09
    6.55436693e-09    5.36165566e-10    1.40013350e-01    7.47206580e-09
    6.62266827e-09    5.45044060e-10    1.40863958e-01    7.55556354e-09
    6.69168136e-09    5.54069574e-10    1.41719734e-01    7.64002466e-09
    6.76141362e-09    5.63244544e-10    1.42580708e-01    7.72546076e-09
    6.83187254e-09    5.72571444e-10    1.43446914e-01    7.81188357e-09
    6.90306569e-09    5.82052791e-10    1.44318381e-01    7.89930496e-09
    6.97500073e-09    5.91691142e-10    1.45195143e-01    7.98773696e-09
    7.04768539e-09    6.01489096e-10    1.46077231e-01    8.07719175e-09
    7.12112747e-09    6.11449297e-10    1.46964679e-01    8.16768168e-09
    7.19533487e-09    6.21574431e-10    1.47857517e-01    8.25921922e-09
    7.27031557e-09    6.31867230e-10    1.48755780e-01    8.35181703e-09
    7.34607762e-09    6.42330470e-10    1.49659500e-01    8.44548793e-09
    7.42262917e-09    6.52966973e-10    1.50568710e-01    8.54024487e-09
    7.49997845e-09    6.63779609e-10    1.51483444e-01    8.63610101e-09
    7.57813376e-09    6.74771293e-10    1.52403735e-01    8.73306965e-09
    7.65710350e-09    6.85944992e-10    1.53329617e-01    8.83116425e-09
    7.73689617e-09    6.97303718e-10    1.54261124e-01    8.93039847e-09
    7.81752034e-09    7.08850536e-10    1.55198290e-01    9.03078613e-09
    7.89898467e-09    7.20588561e-10    1.56141149e-01    9.13234121e-09
    7.98129792e-09    7.32520958e-10    1.57089737e-01    9.23507791e-09
    8.06446893e-09    7.44650947e-10    1.58044087e-01    9.33901056e-09
    8.14850665e-09    7.56981799e-10    1.59004235e-01    9.44415372e-09
    8.23342010e-09    7.69516841e-10    1.59970216e-01    9.55052210e-09
    8.31921842e-09    7.82259454e-10    1.60942066e-01    9.65813062e-09
    8.40591081e-09    7.95213074e-10    1.61919820e-01    9.76699438e-09
    8.49350660e-09    8.08381196e-10    1.62903514e-01    9.87712868e-09
    8.58201521e-09    8.21767373e-10    1.63893184e-01    9.98854901e-09
    8.67144614e-09    8.35375214e-10    1.64888867e-01    1.01012711e-08
    8.76180901e-09    8.49208391e-10    1.65890598e-01    1.02153108e-08
    8.85311353e-09    8.63270635e-10    1.66898416e-01    1.03306841e-08
    8.94536950e-09    8.77565739e-10    1.67912356e-01    1.04474076e-08
    9.03858685e-09    8.92097559e-10    1.68932455e-01    1.05654975e-08
    9.13277560e-09    9.06870015e-10    1.69958752e-01    1.06849707e-08
    9.22794586e-09    9.21887091e-10    1.70991285e-01    1.08058442e-08
    9.32410787e-09    9.37152839e-10    1.72030089e-01    1.09281350e-08
    9.42127195e-09    9.52671376e-10    1.73075205e-01    1.10518605e-08
    9.51944856e-09    9.68446888e-10    1.74126670e-01    1.11770384e-08
    9.61864823e-09    9.84483630e-10    1.75184523e-01    1.13036865e-08
    9.71888165e-09    1.00078593e-09    1.76248803e-01    1.14318229e-08
    9.82015957e-09    1.01735818e-09    1.77319548e-01    1.15614658e-08
    9.92249288e-09    1.03420486e-09    1.78396799e-01    1.16926338e-08
    1.00258926e-08    1.05133050e-09    1.79480593e-01    1.18253457e-08
    1.01303698e-08    1.06873973e-09    1.80570972e-01    1.19596205e-08
    1.02359357e-08    1.08643725e-09    1.81667976e-01    1.20954774e-08
    1.03426017e-08    1.10442782e-09    1.82771644e-01    1.22329360e-08
    1.04503792e-08    1.12271630e-09    1.83882016e-01    1.23720161e-08
    1.05592799e-08    1.14130763e-09    1.84999135e-01    1.25127376e-08
    1.06693154e-08    1.16020682e-09    1.86123040e-01    1.26551208e-08
    1.07804975e-08    1.17941896e-09    1.87253773e-01    1.27991864e-08
    1.08928383e-08    1.19894924e-09    1.88391376e-01    1.29449551e-08
    1.10063497e-08    1.21880292e-09    1.89535890e-01    1.30924480e-08
    1.11210440e-08    1.23898537e-09    1.90687357e-01    1.32416865e-08
    1.12369335e-08    1.25950202e-09    1.91845819e-01    1.33926922e-08
    1.13540306e-08    1.28035842e-09    1.93011319e-01    1.35454870e-08
    1.14723480e-08    1.30156018e-09    1.94183900e-01    1.37000933e-08
    1.15918983e-08    1.32311302e-09    1.95363605e-01    1.38565333e-08
    1.17126944e-08    1.34502276e-09    1.96550476e-01    1.40148301e-08
    1.18347494e-08    1.36729532e-09    1.97744558e-01    1.41750066e-08
    1.19580762e-08    1.38993668e-09    1.98945894e-01    1.43370863e-08
    1.20826882e-08    1.41295298e-09    2.00154529e-01    1.45010929e-08
    1.22085987e-08    1.43635040e-09    2.01370506e-01    1.46670504e-08
    1.23358213e-08    1.46013527e-09    2.02593870e-01    1.48349831e-08
    1.24643697e-08    1.48431400e-09    2.03824667e-01    1.50049157e-08
    1.25942576e-08    1.50889311e-09    2.05062941e-01    1.51768731e-08
    1.27254990e-08    1.53387923e-09    2.06308738e-01    1.53508807e-08
    1.28581081e-08    1.55927910e-09    2.07562103e-01    1.55269641e-08
    1.29920991e-08    1.58509957e-09    2.08823082e-01    1.57051493e-08
    1.31274864e-08    1.61134761e-09    2.10091723e-01    1.58854626e-08
    1.32642845e-08    1.63803030e-09    2.11368070e-01    1.60679307e-08
    1.34025081e-08    1.66515483e-09    2.12652172e-01    1.62525806e-08
    1.35421721e-08    1.69272853e-09    2.13944075e-01    1.64394396e-08
    1.36832916e-08    1.72075882e-09    2.15243826e-01    1.66285356e-08
    1.38258815e-08    1.74925328e-09    2.16551474e-01    1.68198966e-08
    1.39699574e-08    1.77821958e-09    2.17867065e-01    1.70135511e-08
    1.41155347e-08    1.80766554e-09    2.19190650e-01    1.72095279e-08
    1.42626290e-08    1.83759910e-09    2.20522275e-01    1.74078564e-08
    1.44112561e-08    1.86802834e-09    2.21861990e-01    1.76085661e-08
    1.45614320e-08    1.89896147e-09    2.23209844e-01    1.78116870e-08
    1.47131729e-08    1.92995457e-09    2.24513275e-01    1.80164755e-08
    1.48664950e-08    1.95588343e-09    2.25183030e-01    1.82141774e-08
    1.50214149e-08    1.98216066e-09    2.25854782e-01    1.84140732e-08
    1.51779491e-08    2.00879091e-09    2.26528538e-01    1.86161877e-08
    1.53361145e-08    2.03577894e-09    2.27204304e-01    1.88205457e-08
    1.54959282e-08    2.06312955e-09    2.27882085e-01    1.90271726e-08
    1.56574072e-08    2.09084762e-09    2.28561889e-01    1.92360937e-08
    1.58205689e-08    2.11893808e-09    2.29243721e-01    1.94473350e-08
    1.59854309e-08    2.14740593e-09    2.29927586e-01    1.96609224e-08
    1.61520109e-08    2.17625625e-09    2.30613492e-01    1.98768825e-08
    1.63203268e-08    2.20549417e-09    2.31301444e-01    2.00952419e-08
    1.64903966e-08    2.23512491e-09    2.31991448e-01    2.03160276e-08
    1.66622387e-08    2.26515373e-09    2.32683511e-01    2.05392669e-08
    1.68358715e-08    2.29558598e-09    2.33377638e-01    2.07649875e-08
    1.70113137e-08    2.32642709e-09    2.34073835e-01    2.09932172e-08
    1.71885842e-08    2.35768255e-09    2.34772110e-01    2.12239844e-08
    1.73677019e-08    2.38935793e-09    2.35472468e-01    2.14573175e-08
    1.75486862e-08    2.42145886e-09    2.36174915e-01    2.16932456e-08
    1.77315564e-08    2.45399107e-09    2.36879457e-01    2.19317979e-08
    1.79163323e-08    2.48696035e-09    2.37586101e-01    2.21730039e-08
    1.81030337e-08    2.52037257e-09    2.38294853e-01    2.24168935e-08
    1.82916807e-08    2.55423368e-09    2.39005720e-01    2.26634970e-08
    1.84822935e-08    2.58854971e-09    2.39718707e-01    2.29128450e-08
    1.86748927e-08    2.62332678e-09    2.40433821e-01    2.31649685e-08
    1.88694988e-08    2.65857108e-09    2.41151068e-01    2.34198986e-08
    1.90661329e-08    2.69428888e-09    2.41870455e-01    2.36776672e-08
    1.92648161e-08    2.73048655e-09    2.42591988e-01    2.39383061e-08
    1.94655697e-08    2.76717054e-09    2.43315673e-01    2.42018479e-08
    1.96684153e-08    2.80434737e-09    2.44041517e-01    2.44683252e-08
    1.98733747e-08    2.84202367e-09    2.44769527e-01    2.47377712e-08
    2.00804699e-08    2.88020615e-09    2.45499708e-01    2.50102195e-08
    2.02897233e-08    2.91890161e-09    2.46232068e-01    2.52857038e-08
    2.05011571e-08    2.95811695e-09    2.46966612e-01    2.55642585e-08
    2.07147943e-08    2.99785914e-09    2.47703348e-01    2.58459182e-08
    2.09306578e-08    3.03813526e-09    2.48442281e-01    2.61307181e-08
    2.11487707e-08    3.07895250e-09    2.49183418e-01    2.64186936e-08
    2.13691565e-08    3.12031811e-09    2.49926767e-01    2.67098807e-08
    2.15918388e-08    3.16223946e-09    2.50672333e-01    2.70043155e-08
    2.18168417e-08    3.20472403e-09    2.51420123e-01    2.73020348e-08
    2.20441893e-08    3.24777938e-09    2.52170144e-01    2.76030757e-08
    2.22739061e-08    3.29141317e-09    2.52922403e-01    2.79074759e-08
    2.25060166e-08    3.33563319e-09    2.53676905e-01    2.82152732e-08
    2.27405459e-08    3.38044729e-09    2.54433658e-01    2.85265062e-08
    2.29775192e-08    3.42586348e-09    2.55192669e-01    2.88412136e-08
    2.32169619e-08    3.47188982e-09    2.55953944e-01    2.91594348e-08
    2.34588997e-08    3.51853453e-09    2.56717490e-01    2.94812096e-08
    2.37033588e-08    3.56580591e-09    2.57483314e-01    2.98065782e-08
    2.39503653e-08    3.61371238e-09    2.58251422e-01    3.01355812e-08
    2.41999458e-08    3.66226247e-09    2.59021822e-01    3.04682598e-08
    2.44521270e-08    3.71146483e-09    2.59794519e-01    3.08046556e-08
    2.47069363e-08    3.76132822e-09    2.60569522e-01    3.11448108e-08
    2.49644008e-08    3.81186153e-09    2.61346837e-01    3.14887679e-08
    2.52245482e-08    3.86307374e-09    2.62126471e-01    3.18365701e-08
    2.54874067e-08    3.91497399e-09    2.62908430e-01    3.21882607e-08
    2.57530042e-08    3.96757152e-09    2.63692722e-01    3.25438840e-08
